fullClauseName,text,cause_of_action_1,cause_of_action_2,cause_of_action_3
芜湖市快递管理办法第一条,为了保护快递用户的合法权益，加强对快递业的监督管理，促进快递业健康发展，根据《中华人民共和国邮政法》《快递暂行条例》《安徽省邮政条例》等，结合本市实际，制定本办法。,无对应案由,,
芜湖市快递管理办法第二条,本市行政管辖区域内从事快递业务经营、接受快递服务以及对快递业实施监督管理，适用本办法。,无对应案由,,
芜湖市快递管理办法第三条,对快递业的监督管理应当遵循公开、公平、公正以及鼓励竞争、促进发展的原则。,无对应案由,,
芜湖市快递管理办法第四条,邮政管理部门负责本市快递的监督管理工作。公安、国家安全、海关、市场监管、交通运输、商务等部门在各自职责范围内相互配合，负责快递监督管理的相关工作。邮政管理部门可以在其法定权限内委托依法成立的管理邮政事务的事业组织从事快递市场监督检查相关工作。,无对应案由,,
芜湖市快递管理办法第五条,邮政管理部门应当与其他行政管理部门互相配合，共同维护寄递安全。快递企业应当落实安全生产主体责任，建立健全企业安全生产责任机制，改善安全生产条件。,无对应案由,,
芜湖市快递管理办法第六条,市、县（区）人民政府应当按照国家快递业发展政策，引导、扶持快递业健康发展，支持快递基础设施和快递末端配送点建设，提升快递服务水平，不断满足社会公众和企事业单位对快递业务的需求。,无对应案由,,
芜湖市快递管理办法第七条,市、县（区）人民政府支持快递企业应用现代信息技术，开展技术改造和创新。鼓励快递企业使用电子运单、新能源车辆、环保包装材料，鼓励快递企业降低能源消耗、循环使用快递包装物，发展绿色快递。,无对应案由,,
芜湖市快递管理办法第八条,建立健全快递业信用记录、信息公开、信用评价制度，加强快递业诚信体系建设，依法实施守信激励和失信惩戒机制。,无对应案由,,
芜湖市快递管理办法第九条,快递行业协会应当依照法律、法规、规章和章程，加强行业自律，为企业提供信息、培训等服务，保护企业合法权益，促进企业诚信、守法、安全经营。,无对应案由,,
芜湖市快递管理办法第十条,市、县（区）人民政府应当将快递业发展纳入本级国民经济和社会发展规划，将快递服务的设施布局和建设纳入城乡规划和土地利用总体规划。,无对应案由,,
芜湖市快递管理办法第十一条,市、县（区）人民政府支持和鼓励快递企业在农村、偏远地区发展快递服务网络，完善快递末端网点布局。,无对应案由,,
芜湖市快递管理办法第十二条,新建、改建、扩建城镇居民住宅区的，住建部门应当鼓励建设单位、物业管理部门将快递末端服务设施纳入物业服务范畴。支持智能快件柜替代住宅信报箱建设，对提供邮政普遍服务的智能快件柜建设由建设行政主管部门和邮政管理部门予以政策引导。,无对应案由,,
芜湖市快递管理办法第十三条,邮政管理部门应当会同公安、城市管理、交通运输等部门，依法规范快递服务车辆的管理和使用，对快递服务车辆进行统一编号、统一外观和统一标识管理。鼓励快递企业购买商业保险。公安、城市管理、交通运输等部门和邮政管理部门应当加强协调配合，建立健全快递运输保障机制，依法保障快递服务车辆通行和临时停靠的权利，不得禁止快递服务车辆依法通行。,无对应案由,,
芜湖市快递管理办法第十四条,快递企业应当对从业人员加强法制、安全生产、职业技能、职业道德教育和培训。,无对应案由,,
芜湖市快递管理办法第十五条,市、县（区）人民政府鼓励和引导快递企业采用先进技术，促进自动化分拣设备、机械化装卸设备、智能末端服务设施、快递电子运单以及快件信息化管理系统等的推广应用。,无对应案由,,
芜湖市快递管理办法第十六条,市、县（区）人民政府鼓励快递业与制造业、农业、商贸业等行业建立协同发展机制，推动快递业与电子商务融合发展，加强信息沟通，共享设施和网络资源；引导和推动快递业与铁路、公路、水路、民航等行业的标准对接，支持在大型车站、码头、机场等交通枢纽配套建设快件运输通道和接驳场所。,无对应案由,,
芜湖市快递管理办法第十七条,推动快递产业集聚发展，鼓励快递企业总部或者区域总部及其快递区域分拨中心、国际快件交换中心和航空快递物流处理中心落户本市。,无对应案由,,
芜湖市快递管理办法第十八条,经营快递业务，应当依照《中华人民共和国邮政法》的规定，向邮政管理部门提出申请，依法取得快递业务经营许可。未经许可，任何单位和个人不得经营快递业务。快递企业应当在经营许可范围内依法从事快递业务经营活动，不得超越经营许可的业务范围和地域范围。,无对应案由,,
芜湖市快递管理办法第十九条,快递企业设立分支机构，凭企业法人快递业务经营许可证（副本）及所附分支机构名录，到分支机构所在地市场监督管理部门办理注册登记。企业分支机构取得营业执照之日起二十日内到所在地邮政管理部门办理备案手续。快递企业分支机构进行合并、分立的，应当在合并、分立协议签订之日起二十日内，向颁发快递业务经营许可证的邮政管理部门备案。,无对应案由,,
芜湖市快递管理办法第二十条,快递企业及其分支机构可以根据业务需要开办快递末端网点，应当自开办之日起二十日内向所在地邮政管理部门备案。快递末端网点无需办理营业执照。,无对应案由,,
芜湖市快递管理办法第二十一条,两个以上快递企业共同经营快递业务的，可以使用统一的商标、字号或者快递运单经营快递业务；共同经营快递业务的企业均应当取得快递业务经营许可。前款规定的快递企业应当签订书面协议约定双方的权利义务，明确服务质量、安全保障、业务流程、快件跟踪查询、投诉处理服务和对用户的赔偿责任等。,无对应案由,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,合同、准合同纠纷 > 合同纠纷 > 合作协议纠纷
芜湖市快递管理办法第二十二条,快递企业应当建立从业人员实名档案管理制度、定期向邮政管理部门报送从业人员信息，加强劳动保护，保障从业人员合法权益。快递收派员在收寄、投递过程中应当统一穿着具有该企业标识的服装，并佩戴工号牌、胸卡或者其他能够证明其工作身份的有效证件。,无对应案由,,
芜湖市快递管理办法第二十八条,寄件人交寄快件和快递企业收寄快件应当遵守《中华人民共和国邮政法》第二十四条关于禁止寄递或者限制寄递物品的规定。执行国务院邮政管理部门会同国务院有关部门公布的禁止寄递物品的目录及管理办法。快递企业发现寄件人交寄禁止寄递物品的，应当拒绝收寄；发现已经收寄的快件中有疑似禁止寄递物品的，应当立即停止分拣、运输、投递。对快件中依法应当没收、销毁或者可能涉及违法犯罪的物品，快递企业应当立即向有关部门报告并配合调查处理；对其他禁止寄递物品以及限制寄递物品，快递企业应当按照法律、行政法规或者国务院和国务院有关部门的规定处理。,无对应案由,,
芜湖市快递管理办法第二十九条,快递企业收寄快件，应当依照《中华人民共和国邮政法》的规定验视内件。寄件人拒绝验视的，快递企业不得收寄。快递企业应当建立并执行收寄验视制度。除信件外，有下列情形之一的，不予收寄：（一）寄件人未按规定提供身份信息、安全证明或其他书面凭证的；（二）寄件人拒绝当面验视的；（三）寄件人填写的快递运单不完整或者所填信息与其交寄的实物不相符的；（四）寄件人交寄禁止寄递物品，或者交寄限制寄递物品超出规定范围的；（五）法律法规规定的其他情形。快递企业应当对已经验视的快件作出验视标识，载明验视人员的姓名或工号。,无对应案由,,
芜湖市快递管理办法第三十二条,快递企业应当遵守安全生产法律法规，加强安全生产管理，建立健全安全生产责任制度，完善安全生产条件，保障生产安全、服务安全。快递企业安全设备的安装、使用、检测、维修、改造和报废，应当符合国家相关标准或行业标准。快递企业使用实名收寄信息系统和报送实名收寄信息，快递经营网点应当摆放安全寄递提示牌等形式进行安全告知。,无对应案由,,
芜湖市快递管理办法第三十三条,邮政管理部门应当加强对快递业的监督检查。监督检查应当以下列事项为重点：（一）从事快递活动的企业是否依法取得快递业务经营许可；（二）快递企业的安全管理制度是否健全并有效实施；（三）快递企业是否妥善处理用户的投诉、保护用户合法权益。,无对应案由,,
芜湖市快递管理办法第三十四条,邮政管理部门应当建立和完善以随机抽查为重点的日常监督检查制度。邮政管理部门应当充分利用计算机网络等先进技术手段，加强对快递业务活动的日常监督检查，提高快递业管理水平。,无对应案由,,
芜湖市快递管理办法第三十五条,邮政管理部门应当依法履行监督管理职责，可以采取下列监督检查措施：（一）进入有关场所进行检查；（二）查阅、复制有关文件、资料、凭证；（三）约谈有关单位和人员；（四）经邮政管理部门负责人批准，对信件以外的涉嫌夹带禁止寄递或者限制寄递物品的快件开拆检查；（五）按照行政强制措施实施程序，查封与违法活动有关的场所，扣押用于违法活动的运输工具以及相关物品。邮政管理部门实施现场检查，有权查阅快递企业管理快递业务的电子数据。,无对应案由,,
芜湖市快递管理办法第三十六条,邮政管理部门应当向社会公布本部门的联系方式，方便公众举报违法行为。邮政管理部门接到举报的，应当及时依法调查处理，并为举报人保密。对实名举报的，邮政管理部门应当将处理结果告知举报人。,无对应案由,,
芜湖市快递管理办法第三十七条,快递企业应当制定突发事件应急预案，定期开展突发事件应急演练。发生突发事件的，应当按照应急预案及时、妥善处理，并立即向所在地邮政管理部门报告。,无对应案由,,
芜湖市快递管理办法第三十八条,公安机关、国家安全机关为维护国家安全和侦查犯罪活动的需要依法开展执法活动，快递企业应当提供支持和协助。,无对应案由,,
芜湖市快递管理办法第三十九条,违反本办法，法律、法规已有规定的，从其规定。,无对应案由,,
芜湖市快递管理办法第四十一条,快递企业违反本办法第十三条第一款、第十四条、第三十二条第二款相关规定的，由邮政管理部门依法责令改正，可以处警告或三千元以上一万元以下的罚款。对前款中负有责任的人员按相应法律法规依法处罚。,无对应案由,,
芜湖市快递管理办法第四十二条,邮政管理部门以及其他管理部门的工作人员违反本办法，玩忽职守、滥用职权、徇私舞弊，对负有责任的人员依法给予行政处分；违反本办法，涉嫌犯罪的，由司法机关依法追究责任。,无对应案由,,
芜湖市快递管理办法第四十三条,本办法的相关术语的含义：（一）快递是指在承诺的时限内快速完成的寄递活动；（二）寄递是指将信件、包裹、印刷品等物品按照封装上的名址递送给特定个人或者单位的活动，包括收寄、分拣、运输、投递等环节；（三）快递企业是指经营快递业务的企业；（四）快递末端是指为用户提供便民服务且快递业务量较小的网点；（五）快件是指快递企业递送的信件、包裹、印刷品等；（六）快递运单是指快递详情单，用于记录快件原始收寄信息及服务约定的单据；（七）收派员是指从事揽收快件和投递快件的从业人员；（八）用户信息是指寄件人、收件人的名址信息、身份信息、电话号码以及使用快递业务的种类、数量、时间等信息。,无对应案由,,
芜湖市快递管理办法第四十四条,本办法自2019年3月1日起施行。,无对应案由,,
芜湖市快递管理办法第二十三条,快递企业在寄件人填写快递运单前，应当提醒其阅读快递服务合同条款、遵守禁止寄递和限制寄递物品的有关规定，告知其相关保价规则和保险服务项目。寄件人交寄贵重物品的，应当事先声明；快递企业可以要求寄件人对贵重物品予以保价。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,,
芜湖市快递管理办法第二十四条,寄件人交寄快件，应当如实提供以下事项：（一）寄件人姓名、地址、联系电话；（二）收件人姓名（名称）、地址、联系电话；（三）寄递物品的名称、性质、数量。除信件和已签订安全协议用户交寄的快件外，快递企业收寄快件，应当对寄件人身份进行查验，并登记身份信息，但不得在快递运单上记录除姓名（名称）、地址、联系电话以外的用户身份信息。寄件人拒绝提供身份信息或者提供身份信息不实的，快递企业不得收寄。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,,
芜湖市快递管理办法第二十五条,快递企业应当将快件投递到约定的收件地址、收件人或者收件人指定的代收人，并告知收件人或者代收人当面验收。收件人或者代收人有权当面验收。鼓励快递企业创新服务方式，提供灵活方便的收寄、投递服务。快件无法投递的，快递企业应当退回寄件人或者根据寄件人的要求进行处理；属于进出境快件的，快递企业应当依法办理海关和检验检疫手续。快件无法投递又无法退回的，依照下列规定处理：（一）属于信件，自确认无法退回之日起超过六个月无人认领的，由快递企业在所在地邮政管理部门的监督下销毁；（二）属于信件以外其他快件的，快递企业应当登记，并按照国务院邮政管理部门的规定处理；（三）属于进境快件的，交由海关依法处理；其中有依法应当实施检疫的物品的，由承担出入境检验检疫职能的部门依法处理。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,,
芜湖市快递管理办法第二十六条,快递企业应当实行快件寄递全程信息化管理，公布联系方式，保证与用户的联络畅通，向用户提供业务咨询、快件查询等服务。用户对快递服务质量不满意的，可以向快递企业投诉，快递企业应当自接到投诉之日起七日内予以处理并告知用户。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,,
芜湖市快递管理办法第二十七条,快递企业应当在营业场所公示或以其他方式向社会公布其服务种类、服务时限、服务价格、损失赔偿、投诉处理等服务承诺。在服务承诺事项发生变更时，企业应当及时向社会发布服务提示公告。快递企业应当规范操作，按照快递服务标准，规范快递业务经营活动，保障服务质量，维护用户合法权益。鼓励快递企业在节假日期间根据业务量变化实际情况，为用户提供快递服务。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,,
芜湖市快递管理办法第三十条,快递企业可以自行或者委托第三方企业对快件进行安全检查，并对经过安全检查的快件作出安全检查标识。快递企业委托第三方企业对快件进行安全检查的，不免除委托方对快件安全承担的责任。快递企业或者接受委托的第三方企业应当使用符合强制性国家标准的安全检查设备，并加强对安全检查人员的背景审查和技术培训；快递企业或者接受委托的第三方企业对安全检查人员进行背景审查，公安机关等相关部门应当予以配合。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,侵权责任纠纷 > 侵权责任纠纷 > 产品责任纠纷 > 产品运输者责任纠纷,合同、准合同纠纷 > 合同纠纷 > 委托合同纠纷 > 货运代理合同纠纷
芜湖市快递管理办法第三十一条,快递企业应当建立快递运单及电子数据管理制度，妥善保管用户信息等电子数据，定期销毁快递运单，采取有效技术手段保证用户信息安全。快递企业及其从业人员不得出售、泄露或者非法提供快递服务过程中知悉的用户信息。发生或者可能发生用户信息泄露的，快递企业应当立即采取补救措施，并向所在地邮政管理部门报告。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,人格权纠纷 > 人格权纠纷 > 隐私权、个人信息保护纠纷 > 个人信息保护纠纷,
芜湖市快递管理办法第四十条,快件发生丢失、损毁或者内件短少等，对保价的快件，应当按照快递企业与寄件人约定的保价规则承担赔偿责任；对未保价的快件，按照有关民事法律规定承担赔偿责任。,合同、准合同纠纷 > 合同纠纷 > 服务合同纠纷 > 快递服务合同纠纷,合同、准合同纠纷 > 合同纠纷 > 财产损害赔偿纠纷,
